"Kingdom"	"Phylum"	"Class"	"Order"	"Family"	"Genus"	"Species"	"Kruskal_test"	"Dunn_AD.AP"	"Dunn_AD.CON"	"Dunn_AP.CON"	"AD_mean"	"AD_SD"	"AP_mean"	"AP_SD"	"CON_mean"	"CON_SD"	"total"	"AD1"	"AD4"	"AD5"	"AD6"	"AD7"	"AD8"	"AP2"	"AP3"	"AP4"	"AP5"	"AP6"	"AP7"	"CON1"	"CON3"	"CON4"	"CON5"	"CON6"	"CON8"
"d__Bacteria"	" p__Cyanobacteria"	" c__Vampirivibrionia"	" o__Gastranaerophilales"	" f__Gastranaerophilales"	" g__Gastranaerophilales"	NA	"0.0781112084893005"	"0.223449106256404"	"0.109541713874822"	"1"	"0"	"0"	"0.000540272917294339"	"0.00067281826147296"	"0.000588792830047189"	"0.000535915785394652"	"0.000376355249113843"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0.000876210874750523"	"0.000708675367625347"	"0"	"0.00165675126139016"	"0.000741564701520208"	"0.000717231486462256"	"0.00142498473230644"	"0"	"0.000648976059994231"	"0"
"d__Bacteria"	" p__Verrucomicrobiota"	" c__Verrucomicrobiae"	" o__Verrucomicrobiales"	" f__Akkermansiaceae"	" g__Akkermansia"	NA	"0.363705813441411"	"0.471263772544085"	"1"	"1"	"8.8247795226885e-05"	"0.00014320220079684"	"0"	"0"	"0.000226188052747054"	"0.000554045315144009"	"0.000104811949324646"	"0"	"0"	"0.000332131334219017"	"0"	"0.000197355437142293"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0.00135712831648232"	"0"	"0"	"0"
"d__Bacteria"	" p__Firmicutes"	" c__Clostridia"	" o__Oscillospirales"	" f__Oscillospiraceae"	" g__NK4A214_group"	NA	"0.193463589361863"	"0.349445680358774"	"0.349445680358774"	"1"	"0.000188463312019284"	"0.000361631701933753"	"0.000368684477090407"	"0.00032646294415418"	"0.000453704079342219"	"0.000405603019780783"	"0.000336950622817303"	"0.000902781696101112"	"0.000227998176014592"	"0"	"0"	"0"	"0"	"0.000376789751318764"	"0.000935234977788169"	"0.000340748673514092"	"0"	"0.000107492206815006"	"0.000451841253106409"	"0.00118650352243233"	"0.000313788775327237"	"0.000339282079120581"	"0.000594216294731282"	"0.000288433804441881"	"0"
"d__Bacteria"	" p__Firmicutes"	" c__Clostridia"	" o__Oscillospirales"	" f__Oscillospiraceae"	" g__Intestinimonas"	NA	"0.390782286844792"	"1"	"1"	"0.528585015761431"	"0.000259988039813535"	"0.000446715705880101"	"0.000113582891171364"	"0.000278220126879914"	"0.000593663042215638"	"0.000759671168068618"	"0.000322411324400179"	"0"	"0"	"0.000474473334598596"	"0"	"0.00108545490428261"	"0"	"0"	"0"	"0.000681497347028185"	"0"	"0"	"0"	"0.00170559881349648"	"0"	"0.00135712831648232"	"0"	"0"	"0.000499251123315027"
"d__Bacteria"	" p__Firmicutes"	" c__Clostridia"	" o__Oscillospirales"	" f__Butyricicoccaceae"	" g__Butyricicoccus"	NA	"0.380277134565821"	"1"	"0.579382455182812"	"0.847049923293584"	"0.00148794888416925"	"0.00221728034802609"	"0.000608305823658436"	"0.000732211567072177"	"0.000213203292899655"	"0.000336528542929747"	"0.00076981933357578"	"0.00220053038424646"	"0.0056999544003648"	"0.000569368001518315"	"0.000457840518885921"	"0"	"0"	"0"	"0.000584521861117606"	"0.00184977851336222"	"0"	"0.000161238310222509"	"0.00105429625724829"	"0.000741564701520208"	"0"	"0"	"0"	"0"	"0.000537655055877722"
"d__Bacteria"	" p__Firmicutes"	" c__Clostridia"	" o__Oscillospirales"	" f__Butyricicoccaceae"	" g__UCG-009"	NA	"0.584374476500166"	"1"	"0.908291087664151"	"1"	"0.00014801657785672"	"0.000362565089221903"	"0.000337586058274681"	"0.000546894597203225"	"0.000424512495235281"	"0.00068826387965633"	"0.000303371710455561"	"0"	"0"	"0"	"0"	"0.00088809946714032"	"0"	"0"	"0.000759878419452888"	"0.0012656379301952"	"0"	"0"	"0"	"0.00170559881349648"	"0"	"0"	"0.000726264360227123"	"0"	"0.000115211797688083"
"d__Bacteria"	" p__Firmicutes"	" c__Clostridia"	" o__Oscillospirales"	" f__Oscillospiraceae"	" g__Oscillibacter"	NA	"0.846035856202009"	"1"	"1"	"1"	"0.00238767012310898"	"0.00384628745253331"	"0.00195322798852015"	"0.00175818757234305"	"0.00229340760036153"	"0.0023625241114055"	"0.00221143523733022"	"0.0100998702251312"	"0.00150478796169631"	"0.00104384133611691"	"0"	"0.00167752121570949"	"0"	"0.000627982918864607"	"0.00233808744447042"	"0.00433237599182203"	"0"	"0.000806191551112544"	"0.00361473002485127"	"0.00645161290322581"	"0"	"0.00257854380131641"	"0.00231084114617721"	"0"	"0.00241944775144975"
"d__Bacteria"	" p__Firmicutes"	" c__Clostridia"	" o__Oscillospirales"	" f__Oscillospiraceae"	" g__uncultured"	NA	"0.316336134602704"	"0.47665651105948"	"0.699681699366695"	"1"	"0.0015277982080927"	"0.00153671363343056"	"0.00383402634788013"	"0.00293953089173579"	"0.00384020958044405"	"0.00353040015402615"	"0.00306734471213896"	"0.0017491395361959"	"0.00109439124487004"	"0.00227747200607326"	"0"	"0.00404578646141701"	"0"	"0.0014443607133886"	"0.00321487023614683"	"0.00861607360171348"	"0.00354337683812673"	"0.00053746103407503"	"0.00564801566383011"	"0.00682239525398591"	"0"	"0.00861776480966275"	"0.00501782648884194"	"0.000432650706662821"	"0.00215062022351089"
"d__Bacteria"	" p__Firmicutes"	" c__Clostridia"	" o__Oscillospirales"	" f__Oscillospiraceae"	" g__Colidextribacter"	NA	"0.960771345359625"	"1"	"1"	"1"	"0.000828550410071876"	"0.00107546201748087"	"0.000797659891496395"	"0.000750217830075946"	"0.000959808010518314"	"0.0011467846405753"	"0.000862006104028862"	"0.000846357840094792"	"0.00264477884176927"	"0"	"0"	"0.0014801657785672"	"0"	"0"	"0"	"0.0012656379301952"	"0.00135829445461525"	"0.000429968827260024"	"0.0017320581369079"	"0.00274378939562477"	"0"	"0.00162855397977879"	"0.00138650468770633"	"0"	"0"
"d__Bacteria"	" p__Bacteroidota"	" c__Bacteroidia"	" o__Bacteroidales"	" f__Muribaculaceae"	" g__Muribaculaceae"	NA	"0.134546158463009"	"1"	"0.136264205438633"	"0.83845610475338"	"0.139540749336707"	"0.0273588130875714"	"0.121145130157539"	"0.0178958680818965"	"0.105902139084015"	"0.0217465920125147"	"0.122196006192754"	"0.10071658297128"	"0.169129046967624"	"0.128629721009679"	"0.151697825257535"	"0.166567988948096"	"0.120503330866025"	"0.124591811102738"	"0.144376899696049"	"0.107287153775009"	"0.0950806118230674"	"0.121036224873697"	"0.134498079674674"	"0.0737115313311086"	"0.0918504572350726"	"0.132320010857027"	"0.105110260134689"	"0.126694548601096"	"0.105726026345098"
"d__Bacteria"	" p__Bacteroidota"	" c__Bacteroidia"	" o__Bacteroidales"	" f__Tannerellaceae"	" g__Parabacteroides"	NA	"0.342569407650713"	"1"	"1"	"0.432254883955549"	"0.00114943420228001"	"0.00121023644623304"	"0.000819377825033603"	"0.000402647935930495"	"0.00143961922802316"	"0.000735223608820383"	"0.00113614375177893"	"0"	"0"	"0.00322641867527045"	"0.00144982830980542"	"0.0014801657785672"	"0.00074019245003701"	"0.000502386335091685"	"0.000642974047229366"	"0.000681497347028185"	"0.00159451957715703"	"0.000591207137482532"	"0.000903682506212817"	"0.000593251761216166"	"0.00210686749148288"	"0.0025106873854923"	"0.000924336458470883"	"0.00108162676665705"	"0.00142094550481969"
"d__Bacteria"	" p__Bacteroidota"	" c__Bacteroidia"	" o__Bacteroidales"	" f__Bacteroidaceae"	" g__Bacteroides"	NA	"0.120839505939949"	"0.478598052603902"	"1"	"0.135930349001523"	"0.0357862359343305"	"0.0376984524774767"	"0.0527500827721627"	"0.0220884997065181"	"0.0292157793394228"	"0.00758094692574559"	"0.0392506993486387"	"0"	"0"	"0.100683241601822"	"0.0280808851583365"	"0.0522005131241366"	"0.0337527757216876"	"0.048668676212007"	"0.0354804769698387"	"0.0629898262181765"	"0.0904742219335026"	"0.0284316887025691"	"0.0504556065968823"	"0.0206154987022618"	"0.0258203335126412"	"0.0426816855533691"	"0.0304370790967912"	"0.0250937409864436"	"0.0306463381850301"
"d__Bacteria"	" p__Bacteroidota"	" c__Bacteroidia"	" o__Bacteroidales"	" f__Prevotellaceae"	" g__Prevotellaceae_UCG-001"	NA	"0.0353315552697601"	"0.0372232809739869"	"0.205869537604145"	"1"	"0.000754370839035643"	"0.000907772935777293"	"0.00489920122162036"	"0.00413871435328676"	"0.00234902815073468"	"0.00124392616492994"	"0.00266753340379689"	"0"	"0"	"0.00156576200417537"	"0"	"0.00207223208999408"	"0.000888230940044412"	"0"	"0.0114566284779051"	"0.00778854110889354"	"0.00478355873147109"	"0.00220359023970762"	"0.00316288877174486"	"0.00222469410456062"	"0.00354133046440739"	"0.000678564158241162"	"0.00138650468770633"	"0.00230747043553504"	"0.00395560505395753"
"d__Bacteria"	" p__Bacteroidota"	" c__Bacteroidia"	" o__Bacteroidales"	" f__Marinifilaceae"	" g__Odoribacter"	NA	"0.300686789657555"	"0.620668057958249"	"0.475038912118583"	"1"	"0"	"0"	"0.000830584896315749"	"0.00175598188133394"	"0.00182563103971506"	"0.00363997616105718"	"0.000885405312010271"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0.00438105437375262"	"0"	"0"	"0.000602455004141878"	"0.00185391175380052"	"0.00909987448448987"	"0"	"0"	"0"	"0"
"d__Bacteria"	" p__Bacteroidota"	" c__Bacteroidia"	" o__Bacteroidales"	" f__Rikenellaceae"	" g__Rikenellaceae_RC9_gut_group"	NA	"0.0502175262578623"	"0.0796295357314213"	"1"	"0.135930349001523"	"0.00602073721612646"	"0.00688609865521602"	"0.0159620884145602"	"0.00537082491556546"	"0.00630846678656517"	"0.00495542573404429"	"0.0094304308057506"	"0"	"0"	"0.000996394002657051"	"0.00724914154902709"	"0.011446615354253"	"0.0164322723908216"	"0.0124968600854057"	"0.0223287350946925"	"0.0225380908338607"	"0.016299533455383"	"0.0113404278189831"	"0.0107688831990361"	"0.00363366703744902"	"0.0127756858526089"	"0.00088213340571351"	"0.00171662485144593"	"0.0108162676665705"	"0.00802642190560313"
"d__Bacteria"	" p__Bacteroidota"	" c__Bacteroidia"	" o__Bacteroidales"	" f__Rikenellaceae"	" g__Alistipes"	NA	"0.172004624117042"	"1"	"0.640832680884436"	"0.197962116588441"	"0.0303990439522367"	"0.026290666270875"	"0.0350411695474443"	"0.0189833120988631"	"0.0175600945388978"	"0.00873745384925434"	"0.0276667693461929"	"0.0779777690007335"	"0.0348837209302326"	"0.0113399126969064"	"0.00557039297977871"	"0.0352279455298994"	"0.0173945225758697"	"0.0169555388093444"	"0.0307458498947861"	"0.0322737672199776"	"0.0512017953109313"	"0.0155863699881759"	"0.0634836960614504"	"0.014386355209492"	"0.0288237403622019"	"0.0265997150030535"	"0.0144592631717945"	"0.015791750793193"	"0.00529974269365183"
"d__Bacteria"	" p__Patescibacteria"	" c__Saccharimonadia"	" o__Saccharimonadales"	" f__Saccharimonadaceae"	" g__Candidatus_Saccharimonas"	NA	"0.121548974327878"	"0.120212982580141"	"0.913956353964706"	"0.913956353964706"	"0"	"0"	"0.000545924135544156"	"0.000684448610327849"	"8.52259990292675e-05"	"0.000159137146684263"	"0.000210383378191141"	"0"	"0"	"0"	"0"	"0"	"0"	"0.0014443607133886"	"0.00134440028057049"	"0.000486783819305846"	"0"	"0"	"0"	"0"	"0"	"0"	"0.000396144196487521"	"0"	"0.000115211797688083"
"d__Bacteria"	" p__Firmicutes"	" c__Bacilli"	" o__Acholeplasmatales"	" f__Acholeplasmataceae"	" g__Anaeroplasma"	NA	"0.0206265767774765"	"0.804773308449267"	"0.0169355461225258"	"0.290366079896831"	"0"	"0"	"0.000217530712145586"	"0.000403670544202779"	"0.000544968689802603"	"0.000547685609320534"	"0.000254166467316063"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0.00100395677080257"	"0"	"0.000301227502070939"	"0.00155728587319244"	"0.000313788775327237"	"0"	"0.000726264360227123"	"0.000288433804441881"	"0.000384039325626944"
"d__Bacteria"	" p__Firmicutes"	" c__Bacilli"	" o__RF39"	" f__RF39"	" g__RF39"	NA	"0.126443465914122"	"0.343702916778523"	"1"	"0.172287476988102"	"0.000131570291428196"	"0.000322280079308358"	"0.000312225008625866"	"0.000275320676394297"	"1.92019662813472e-05"	"4.70350194474284e-05"	"0.000154332422111803"	"0"	"0"	"0"	"0"	"0.000789421748569173"	"0"	"0.000313991459432303"	"0.000350713116670563"	"0.000681497347028185"	"0"	"0"	"0.000527148128624143"	"0"	"0"	"0"	"0"	"0"	"0.000115211797688083"
"d__Bacteria"	" p__Firmicutes"	" c__Clostridia"	" o__Lachnospirales"	" f__Lachnospiraceae"	" g__Lachnospiraceae_UCG-010"	NA	"0.36787944117144"	"0.66201408575954"	"0.66201408575954"	"1"	"2.27998176014592e-05"	"5.58479193521016e-05"	"0"	"0"	"0"	"0"	"7.5999392004864e-06"	"0"	"0.000136798905608755"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"d__Bacteria"	" p__Firmicutes"	" c__Clostridia"	" o__Lachnospirales"	" f__Lachnospiraceae"	" g__Tuzzerella"	NA	"0.721046656438014"	"1"	"1"	"1"	"0.000277909107150373"	"0.000443675151273339"	"0.000485158612410803"	"0.000477431086743599"	"0.000711223916637174"	"0.000970040849721955"	"0.00049143054539945"	"0"	"0.0010031919744642"	"0.000664262668438034"	"0"	"0"	"0"	"0"	"0.000584521861117606"	"0.0006328189650976"	"0.000413393964448119"	"0"	"0.00128021688380149"	"0.0017797552836485"	"0"	"0.0021035488905476"	"0"	"0"	"0.000384039325626944"
"d__Bacteria"	" p__Firmicutes"	" c__Clostridia"	" o__Lachnospirales"	" f__Lachnospiraceae"	" g__ASF356"	NA	"0.339077873686262"	"1"	"0.454977223520709"	"0.950651558031814"	"0.00232165633862247"	"0.00185339265331452"	"0.00286006719056325"	"0.00221657816433326"	"0.0043501871533863"	"0.00269724768355579"	"0.00317730356085734"	"0"	"0.00424076607387141"	"0.00474473334598596"	"0.00198397558183899"	"0.00207223208999408"	"0.000888230940044412"	"0.00326551117809596"	"0.0022211830722469"	"0.00452708951954437"	"0.00112206933207347"	"0"	"0.00602455004141878"	"0.0060808305524657"	"0.000403442711135019"	"0.00719278007735631"	"0.00600818698006074"	"0.00173060282665128"	"0.00468527977264872"
"d__Bacteria"	" p__Firmicutes"	" c__Clostridia"	" o__Peptostreptococcales-Tissierellales"	" f__Peptostreptococcaceae"	" g__Peptoclostridium"	NA	"0.36787944117144"	"1"	"0.66201408575954"	"0.66201408575954"	"0"	"0"	"0"	"0"	"0.000111234705228031"	"0.000272468269497573"	"3.70782350760104e-05"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0.000667408231368187"	"0"	"0"	"0"	"0"	"0"
"d__Bacteria"	" p__Firmicutes"	" c__Clostridia"	" o__Peptostreptococcales-Tissierellales"	" f__Anaerovoracaceae"	" g__Anaerovorax"	NA	"0.586071357998473"	"1"	"1"	"1"	"0"	"0"	"3.24522546203898e-05"	"7.94914648228327e-05"	"4.52376105494108e-05"	"0.000110809063028802"	"2.58966217232668e-05"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0.000194713527722339"	"0"	"0"	"0"	"0"	"0"	"0.000271425663296465"	"0"	"0"	"0"
"d__Bacteria"	" p__Firmicutes"	" c__Clostridia"	" o__Peptostreptococcales-Tissierellales"	" f__Anaerovoracaceae"	" g__[Eubacterium]_brachy_group"	NA	"0.461316886403639"	"1"	"1"	"0.66314163266617"	"8.48311300433111e-05"	"0.000137643799202136"	"8.78580214373572e-05"	"0.000215207322332031"	"0.000219861883553549"	"0.000299382654849088"	"0.000130850345011406"	"0"	"0.000319197446420429"	"0.000189789333839438"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0.000527148128624143"	"0.000593251761216166"	"0"	"0.000610707742417046"	"0"	"0"	"0.000115211797688083"
"d__Bacteria"	" p__Firmicutes"	" c__Clostridia"	" o__Peptostreptococcales-Tissierellales"	" f__Anaerovoracaceae"	" g__Family_XIII_UCG-001"	NA	"0.58746474680206"	"1"	"1"	"1"	"7.63067531476536e-05"	"0.000186912609140265"	"3.76534377588674e-05"	"9.22317095708705e-05"	"0.000244847518766962"	"0.000403048070967232"	"0.000119602569891161"	"0"	"0"	"0"	"0.000457840518885921"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0.000225920626553204"	"0.000519095291064145"	"0"	"0.000949989821537626"	"0"	"0"	"0"
"d__Bacteria"	" p__Firmicutes"	" c__Clostridia"	" o__Peptostreptococcales-Tissierellales"	" f__Anaerovoracaceae"	" g__[Eubacterium]_nodatum_group"	NA	"0.986240607095105"	"1"	"1"	"1"	"6.57851457140978e-05"	"0.000161140039654179"	"0.000129809018481559"	"0.000317965859291331"	"3.30120163739601e-05"	"8.08625954966057e-05"	"7.62020601898723e-05"	"0"	"0"	"0"	"0"	"0.000394710874284587"	"0"	"0"	"0"	"0.000778854110889354"	"0"	"0"	"0"	"0"	"0"	"0"	"0.000198072098243761"	"0"	"0"
"d__Bacteria"	" p__Firmicutes"	" c__Clostridia"	" o__Peptostreptococcales-Tissierellales"	" f__Anaerovoracaceae"	" g__Family_XIII_AD3011_group"	NA	"0.36787944117144"	"0.66201408575954"	"1"	"0.66201408575954"	"0"	"0"	"1.96854268784819e-05"	"4.82192512211496e-05"	"0"	"0"	"6.56180895949395e-06"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0.000118112561270891"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"d__Bacteria"	" p__Firmicutes"	" c__Bacilli"	" o__Staphylococcales"	" f__Gemellaceae"	" g__Gemella"	NA	"0.586071357998473"	"1"	"1"	"1"	"8.22314321426222e-05"	"0.000201425049567724"	"0"	"0"	"1.92019662813472e-05"	"4.70350194474284e-05"	"3.38111328079898e-05"	"0"	"0"	"0"	"0"	"0.000493388592855733"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0.000115211797688083"
"d__Bacteria"	" p__Firmicutes"	" c__Bacilli"	" o__Lactobacillales"	" f__Aerococcaceae"	" g__Aerococcus"	NA	"0.00854297548517708"	"0.0225649526920292"	"1"	"0.0225649526920292"	"0"	"0"	"0.00051987163098469"	"0.000603382905845981"	"0"	"0"	"0.000173290543661563"	"0"	"0"	"0"	"0"	"0"	"0"	"0.000439588043205225"	"0.00151975683890578"	"0"	"0.000944900490167129"	"0.000214984413630012"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"d__Bacteria"	" p__Firmicutes"	" c__Bacilli"	" o__Lactobacillales"	" f__Lactobacillaceae"	" g__Lactobacillus"	NA	"0.129907103488763"	"0.640832680884436"	"0.136264205438633"	"1"	"0.367371595334683"	"0.102681969554013"	"0.444905676211037"	"0.0784742803502484"	"0.552588874343406"	"0.162008616008701"	"0.454955381963042"	"0.280257292783389"	"0.370679434564523"	"0.219254127918011"	"0.461655856543304"	"0.387112689954608"	"0.485270170244263"	"0.50709620698317"	"0.486497545008183"	"0.32969868081585"	"0.39626764306384"	"0.537192303557992"	"0.412681677837187"	"0.429662588060808"	"0.760086067778375"	"0.37008889190473"	"0.429288260926977"	"0.669815402365157"	"0.656592035024386"
"d__Bacteria"	" p__Firmicutes"	" c__Bacilli"	" o__Lactobacillales"	" f__Streptococcaceae"	" g__Streptococcus"	NA	"0.192317773766333"	"1"	"0.446026689978022"	"0.281625249091862"	"0.000726273779008746"	"0.000949087036135188"	"0.000792615869244364"	"0.00085037009010164"	"0.000135953528612038"	"0.000333016773830367"	"0.000551614392288383"	"0.00253907352028438"	"0.000455996352029184"	"0.000474473334598596"	"0"	"0.00088809946714032"	"0"	"0"	"0.0022211830722469"	"0.0006328189650976"	"0.0012992381739798"	"0"	"0.000602455004141878"	"0.000815721171672228"	"0"	"0"	"0"	"0"	"0"
"d__Bacteria"	" p__Firmicutes"	" c__Bacilli"	" o__Erysipelotrichales"	" f__Erysipelatoclostridiaceae"	" g__Erysipelatoclostridium"	NA	"0.170290762740721"	"1"	"0.82062608861334"	"0.141572840191798"	"0.000179017624888055"	"0.000319983692484129"	"0.000333823614763381"	"0.000517745931621257"	"0"	"0"	"0.000170947079883812"	"0"	"0"	"0.000284684000759157"	"0"	"0.000789421748569173"	"0"	"0.00125596583772921"	"0"	"9.73567638611693e-05"	"0.000649619086989901"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
